AGE_DIFFERENCE	Q23	PP2_RESPONDENT_YRSED	PARTNER_YRSED	RESPONDENT_RELIGION_AT_16	PARTNER_RELIGION_AT_16	PP2_PPINCIMP	success
0	1	14	16	11	3	13	1
2	3	12	13	1	3	13	1
1	1	17	13	2	3	14	1
1	1	17	16	2	13	8	1
5	3	12	12	13	1	4	-1
10	3	12	13	3	3	8	1
1	1	12	10	3	3	5	1
2	1	17	13	3	13	15	1
3	3	11	13	11	11	11	1
0	2	13	14	11	11	15	1
7	3	13	14	12	11	12	1
5	3	16	16	2	2	16	1
17	3	12	12	3	3	8	1
9	3	10	12	1	2	9	1
1	1	14	13	3	12	13	1
1	1	13	12	13	11	10	1
2	1	20	16	2	2	19	1
13	2	13	16	1	11	19	1
4	1	12	10	12	1	8	-1
13	1	16	16	7	11	13	-1
0	1	16	16	2	3	13	1
1	1	13	13	1	2	15	1
5	1	12	13	2	1	12	1
0	2	12	12	3	3	12	1
2	1	13	13	1	1	13	1
3	1	12	11	1	13	7	1
1	3	14	14	3	3	15	1
6	1	13	12	1	3	12	-1
6	3	12	12	3	3	7	-1
18	2	17	14	6	7	14	-1
1	2	17	16	2	2	16	1
4	3	17	16	13	3	13	1
0	3	13	12	2	2	13	1
2	1	13	13	3	2	15	1
0	3	17	17	13	2	16	1
14	3	12	7.5	9	1	7	1
2	1	16	16	3	3	16	-1
11	3	16	16	13	13	12	1
1	2	13	13	3	5	16	-1
3	1	16	13	3	1	13	1
4	1	11	20	1	3	8	1
4	2	12	13	1	1	16	1
13	1	17	16	3	13	17	1
2	1	12	12	2	2	12	1
2	3	13	13	11	3	9	1
3	3	17	17	2	11	16	1
6	2	12	12	2	2	10	-1
32	1	12	12	2	2	9	1
3	2	11	12	2	1	11	1
0	2	17	16	2	3	15	1
1	-1	16	12	3	12	12	1
3	3	12	5.5	3	3	11	1
6	2	12	13	13	13	2	1
5	1	16	13	5	3	12	1
0	3	16	16	11	11	15	1
2	3	12	12	13	13	12	1
1	1	16	17	2	2	17	1
17	1	14	16	3	3	4	-1
3	1	13	12	11	13	10	1
12	3	20	16	9	2	5	-1
2	3	12	12	2	13	2	1
5	3	17	16	12	2	15	1
2	1	13	12	3	3	7	1
3	3	13	13	3	3	15	-1
4	3	16	13	13	13	16	1
2	3	12	12	13	13	1	1
14	1	13	12	11	1	10	-1
5	1	12	12	3	2	14	1
0	3	13	16	2	1	12	1
10	1	12	12	3	2	12	1
3	1	14	16	3	11	14	1
13	1	13	14	2	3	13	1
2	3	16	17	11	13	19	1
7	3	16	16	3	13	14	1
4	2	13	16	2	1	16	1
1	2	16	13	3	2	10	-1
9	1	12	13	3	2	11	1
17	1	12	12	2	2	15	1
1	2	16	16	3	3	14	1
8	2	13	13	2	2	8	1
0	1	16	16	3	2	14	-1
6	-1	13	14	9	1	11	1
11	3	12	12	13	3	12	1
4	3	17	17	2	2	3	1
2	1	17	17	11	3	14	1
15	1	16	12	1	1	11	1
5	1	16	7.5	3	13	13	1
7	3	14	12	11	3	11	-1
1	3	12	12	2	3	13	1
2	3	16	16	1	2	14	1
2	1	20	16	4	4	8	1
1	3	12	17	3	3	13	1
3	3	13	12	2	2	11	1
0	-1	16	16	1	1	11	-1
0	1	12	17	2	11	17	1
1	3	17	17	3	2	15	1
1	1	20	16	3	2	17	1
0	1	16	16	13	1	6	1
2	2	16	17	2	11	13	-1
1	3	20	13	2	2	9	1
1	3	13	13	8	13	9	-1
2	3	13	17	13	2	15	1
1	1	16	16	1	1	19	1
5	1	13	12	4	4	10	-1
3	1	17	16	5	3	15	1
9	3	17	13	3	3	19	1
2	3	16	16	2	1	12	1
1	1	16	12	3	2	13	-1
7	3	16	10	3	3	3	1
2	3	12	14	13	2	13	1
1	1	17	12	13	13	13	-1
3	3	12	14	3	3	14	1
1	3	17	16	2	2	17	1
3	3	12	13	11	2	12	1
2	1	16	16	3	3	13	1
11	2	13	12	4	13	5	1
4	1	20	17	3	1	8	1
4	3	17	20	3	13	13	-1
0	3	13	11	1	13	12	-1
3	1	14	17	3	3	19	1
10	3	12	20	2	9	8	-1
3	3	16	20	5	5	19	1
0	1	12	12	3	2	13	1
0	2	12	16	1	1	14	-1
0	3	17	16	3	3	19	1
1	1	16	16	1	1	15	1
