SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	PPMSACAT	PPNET	PARTNER_YRSED	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C
0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	16	22	4	13	12	3	2	2	1	1	0	1	92250	-6	2	2	1.5	12	16	1	1	4	19	19	-6
0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	12	64	4	12	12	0	3	0	2	0	140	1	13750	-6	22	14	14	12	12	5	1	2	40	48	-6
0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	52	3	12	13	2	1	2	4	0	920	1	6250	-6	3	3	4	12	14	4	5	1	45	45	-6
0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	13	47	5	5.5	13	3	3	0	5	0	0	1	27250	-6	14	3	2.5	14	13	4	3	1	38	49	-6
0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	13	34	5	12	17	3	3	0	2	0	2440	2	32250	2	4	4	4	12	13	2	3	2	28	28	30
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	13	37	4	12	12	3	3	0	7	1	0	1	6250	-6	0	0	.15000000596	13	13	2	3	4	30	30	-6
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	12	50	5	10	11	0	0	3	1	0	10	1	45000	32	41	34	34	14	12	4	1	2	10	17	19
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	17	39	4	17	14	2	3	1	0	0	430	1	137250	8	9	9	9	16	17	3	1	2	30	30	31
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	13	29	4	16	20	1	0	2	0	0	40	1	45000	-6	1	1	1.5	14	13	2	1	1	28	28	-6
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	17	51	4	16	17	1	0	3	4	0	2040	2	112250	31	34	34	34	12	17	5	1	2	21	21	24
0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	12	35	1	12	16	0	2	2	10	2	0	1	45000	4	5	5	5	12	12	4	1	3	40	40	41
0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	38	3	12	13	1	3	1	3	1	0	1	22250	16	31	18	18	0	12	3	1	3	10	23	25
0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	12	36	4	14	14	3	1	0	5	2	290	1	92250	16	22	21	21	12	12	3	1	1	19	20	25
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	16	45	5	12	16	2	2	2	0	0	860	5	45000	11	12	12	12	12	16	4	1	2	33	33	34
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	12	33	3	16	13	0	0	2	9	0	20	1	80000	0	1	1	1.5	14	12	1	1	2	23	23	24
0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	60	5	11	13	0	1	2	9	0	0	1	37250	38	39	39	39	12	13	6	4	3	30	30	31
0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	12	41	5	12	12	1	2	2	11	0	390	1	32250	6	6	6	6	12	12	4	1	5	46	46	46
0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	16	82	5	12	12	1	2	2	7	0	80	1	67250	21	56	22	22	7.5	16	7	1	2	19	53	54
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	13	52	5	12	12	2	3	0	3	0	0	1	55000	19	33	19	19	12	13	4	1	2	16	30	30
0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	12	40	3	12	10	0	0	3	19	0	0	1	17250	-6	1	1	.44999998808	-6	12	5	1	3	58	58	-6
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	16	28	5	13	16	3	2	0	2	0	10	1	55000	7	8	8	8	12	16	2	1	3	22	22	23
0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	10	53	3	12	14	0	0	3	1	0	470	1	55000	12	14	12	12	12	10	4	4	2	38	40	40
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	16	24	4	17	16	1	0	3	1	0	0	2	112250	-6	5	0	.15000000596	13	16	1	1	2	18	23	-6
0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	16	60	5	0	12	1	3	0	1	0	7160	1	67250	23	24	24	24	12	16	5	1	2	35	35	36
1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	13	47	4	16	13	3	2	1	1	0	2390	5	112250	11	16	16	16	16	13	4	2	2	30	30	35
0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	16	62	5	16	17	0	3	1	7	0	1470	1	27250	24	25	25	25	12	16	5	1	2	30	30	31
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	12	49	5	13	12	0	0	3	3	0	0	1	6250	-6	1	1	.05000000075	12	12	4	3	1	51	51	-6
1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	16	50	5	12	17	2	2	2	6	0	390	4	67250	-6	1	1	.44999998808	12	16	5	1	5	55	55	-6
0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	12	43	3	12	16	3	0	0	1	0	0	1	67250	20	27	27	27	13	12	3	1	5	17	17	24
1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	16	50	5	16	16	2	2	2	15	0	910	5	112250	25	26	25	25	13	16	6	1	2	39	40	40
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	11	38	5	13	11	3	3	0	6	2	1920	1	55000	12	14	13	13	12	11	3	1	4	30	31	32
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	14	50	5	10	9	1	2	2	3	1	1710	1	37250	13	13	13	13	12	14	4	1	3	40	40	40
0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	12	55	5	12	13	3	3	0	11	1	0	1	11250	21	26	26	26	12	12	6	3	4	40	40	45
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	17	31	5	13	17	2	2	1	4	0	220	2	92250	6	9	9	9	16	17	2	1	5	18	18	21
0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	16	29	4	9	20	2	3	0	8	0	7710	1	32250	3	5	5	5	9	16	3	3	2	32	32	34
0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	17	33	4	12	12	0	0	3	5	0	150	1	55000	9	10	10	10	16	17	3	1	5	28	28	29
0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	17	29	4	16	16	3	0	1	30	0	990	3	137250	10	10	10	10	12	17	5	1	2	49	49	49
1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	14	42	2	14	14	1	2	2	15	0	120	5	67250	6	8	8	8	17	14	5	1	2	49	49	51
1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	12	40	3	7.5	13	1	2	3	17	0	10	5	32250	20	23	20	20	0	12	5	1	2	34	37	37
0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	17	34	4	12	16	1	2	2	1	2	0	1	92250	13	21	21	21	17	17	3	1	5	14	14	22
0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	20	66	4	12	17	3	1	0	0	0	1490	1	55000	42	48	48	48	12	20	6	1	2	18	18	24
1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	20	59	5	14	20	2	2	1	20	0	0	4	137250	6	9	7	7	13	20	3	1	2	30	32	33
1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	17	38	5	14	16	1	3	0	20	0	100	5	200000	15	17	17	17	12	17	5	2	2	41	41	43
0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	13	53	5	12	12	2	2	2	0	0	0	1	92250	31	38	38	38	12	13	4	1	3	15	15	22
0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	78	3	5.5	16	0	0	2	4	0	640	1	45000	53	54	54	54	12	16	6	1	2	20	20	21
0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	14	56	5	13	13	2	2	2	10	0	0	1	67250	14	14	14	14	12	14	6	1	1	52	52	52
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	12	52	4	5.5	11	1	3	0	7	0	0	1	37250	28	28	28	28	9	12	4	1	2	17	17	17
0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	12	58	4	12	12	1	0	3	1	0	0	1	37250	22	35	35	35	12	12	5	1	2	22	22	35
0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	11	50	4	9	11	0	2	1	2	0	10	1	37250	31	34	33	33	12	11	4	1	2	14	15	17
0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	13	42	5	13	17	3	0	1	1	0	0	1	67250	17	19	19	19	12	13	3	1	6	22	22	24
1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	16	64	5	17	16	2	2	2	1	0	780	4	55000	22	37	23	23	16	16	5	1	2	26	40	41
0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	12	48	4	12	12	0	2	2	2	0	0	1	45000	4	6	6	6	20	12	4	1	2	40	40	42
1	1	-6	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	12	70	4	12	16	-6	-6	-6	5	0	180	5	112250	13	14	14	14	12	12	6	1	2	51	51	52
0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	14	27	5	12	14	1	2	2	2	2	10	1	67250	4	10	10	10	12	14	2	4	4	19	19	25
0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	72	4	12	12	0	1	3	2	0	0	1	32250	53	58	57	57	12	12	6	1	2	16	17	21
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	11	42	3	10	10	2	2	1	0	1	0	1	80000	21	30	22	22	12	11	3	1	3	12	20	21
0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	16	57	5	13	13	0	0	3	4	0	220	2	80000	14	25	25	25	20	16	5	1	2	36	36	47
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	12	34	5	13	13	3	2	1	2	0	10	1	55000	6	7	7	7	12	12	3	2	3	29	29	30
0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	12	57	5	13	12	0	0	3	6	0	400	3	80000	13	14	14	14	12	12	4	1	2	37	37	38
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	17	40	5	12	16	2	1	3	3	0	260	1	92250	13	17	16	16	12	17	3	1	4	20	21	24
1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	13	58	5	12	12	1	2	2	2	0	840	5	45000	32	32	32	32	12	13	5	2	2	28	28	28
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	12	81	4	5.5	12	3	1	2	2	0	40	1	55000	56	60	59	59	12	12	7	1	2	19	20	23
0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	12	73	5	9	12	2	0	3	1	0	10	1	80000	52	55	54	54	12	12	6	1	2	17	18	20
0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	16	56	5	13	13	0	0	3	8	0	370	1	45000	-6	18	16	16	12	16	5	1	1	46	48	-6
0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	13	57	5	13	12	1	1	3	0	0	170	1	45000	38	44	39	39	12	13	5	1	3	13	18	19
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	12	44	5	10	12	1	2	2	0	0	0	1	112250	23	26	24	24	12	12	3	1	3	18	20	21
0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	12	70	5	12	12	0	2	2	2	0	30	1	55000	15	24	16	16	12	12	6	1	3	48	56	57
0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	12	64	5	7.5	12	0	1	3	17	0	10	1	67250	37	39	38	38	9	12	7	1	2	42	43	44
1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	16	51	5	12	17	3	1	1	8	0	130	4	162250	19	19	19	19	16	16	5	1	2	40	40	40
0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	13	62	5	12	9	1	1	3	10	0	10	1	80000	13	16	16	16	7.5	13	6	1	2	56	56	59
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	13	62	4	11	11	3	2	0	1	0	350	1	67250	-6	0	0	.75	0	13	5	1	1	63	63	-6
0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	17	29	5	14	16	0	2	2	0	0	440	1	37250	5	5	5	5	17	17	2	1	2	24	24	24
0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	13	77	5	12	12	3	2	0	4	0	640	1	45000	56	60	60	60	7.5	13	7	1	2	21	21	25
0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	67	5	9	11	0	2	2	6	0	0	1	27250	45	45	45	45	5.5	12	5	1	2	16	16	16
1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	14	36	4	16	16	2	2	1	3	0	1020	2	55000	10	10	10	10	14	14	3	1	2	29	29	29
1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	20	38	5	13	17	3	1	1	21	0	1510	4	137250	15	16	16	16	16	20	5	2	1	43	43	44
0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	16	23	4	12	12	1	0	3	4	3	250	1	137250	-6	2	0	.44999998808	16	16	1	1	6	17	19	-6
0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	16	29	5	17	16	2	2	1	1	0	0	1	112250	7	11	8	8	17	16	2	1	4	17	20	21
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	12	56	5	12	10	3	0	1	7	0	1380	1	162250	31	34	33	33	12	12	4	1	4	15	16	18
0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	12	49	4	14	14	1	2	2	0	0	970	1	17250	1	2	1	1.5	10	12	4	1	6	47	48	48
0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	16	24	5	17	17	2	0	3	1	0	60	1	200000	-6	3	3	2.5	14	16	2	1	2	22	22	-6
1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	16	50	5	12	16	0	0	3	6	0	10	5	112250	14	17	17	17	10	16	3	1	2	27	27	30
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	17	49	4	16	17	3	2	1	13	0	510	5	162250	4	22	5	5	12	17	5	1	2	40	57	58
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	13	57	5	10	12	1	0	3	2	0	170	1	92250	35	35	35	35	12	13	5	1	2	20	20	20
1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	17	51	5	13	20	3	3	0	2	0	270	5	80000	-6	3	2	4	12	17	4	1	1	50	51	-6
0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	13	30	5	12	16	0	0	3	1	1	180	1	67250	7	7	7	7	14	13	2	1	3	22	22	22
0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	12	40	4	5.5	12	1	3	1	5	0	0	1	8750	15	18	18	18	12	12	4	1	1	27	27	30
1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	12	50	4	13	12	1	2	2	10	0	0	5	45000	-6	7	2	4	13	12	3	1	2	33	38	-6
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	20	34	5	12	12	1	0	3	2	2	50	1	112250	11	15	15	15	14	20	3	1	4	21	21	25
0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	14	51	4	12	12	1	0	3	4	0	10	1	92250	27	29	29	29	12	14	4	1	4	18	18	20
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	12	52	5	12	12	3	2	1	12	0	0	1	92250	30	31	31	31	10	12	5	1	3	33	33	34
0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	12	52	5	12	12	1	1	3	2	0	0	1	67250	31	36	34	34	12	12	4	1	2	18	20	23
0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	12	55	2	12	12	0	1	3	3	0	10	1	11250	35	37	37	37	2.5	12	4	2	3	15	15	17
0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	14	36	5	13	12	1	2	1	2	2	570	1	45000	13	15	15	15	12	14	2	2	4	19	19	21
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	16	38	5	12	17	1	2	1	4	2	910	1	112250	19	23	22	22	16	16	3	1	5	19	20	23
0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	12	41	3	13	13	2	1	3	12	0	8080	1	27250	3	4	3	4	12	12	2	1	4	25	26	26
0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	13	27	5	16	16	2	3	1	3	1	150	1	45000	3	7	6	6	16	13	1	2	4	17	18	21
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	16	34	4	13	14	2	0	2	11	0	0	1	112250	-6	4	0	.75	13	16	1	1	3	19	23	-6
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	12	56	5	12	12	2	1	2	3	0	10	1	112250	32	33	32	32	12	12	4	1	3	20	21	21
0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	12	27	3	13	12	2	1	1	2	3	1560	2	32250	5	10	8	8	16	12	2	1	5	15	17	20
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	16	42	4	17	17	1	3	1	0	2	80	1	67250	12	14	14	14	14	16	3	1	4	28	28	30
1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	16	56	5	17	20	0	0	3	1	0	160	4	92250	36	38	38	38	14	16	5	2	2	19	19	21
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	17	39	5	12	13	2	2	1	5	0	180	1	112250	5	6	6	6	16	17	2	1	3	28	28	29
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	13	58	5	12	11	3	2	0	4	0	170	1	37250	-6	3	3	4	12	13	5	3	2	59	59	-6
0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	13	46	4	12	13	2	1	3	1	0	10	2	13750	0	2	1	4	12	13	4	4	4	45	46	47
0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	16	50	3	7.5	13	1	0	3	7	2	60	1	80000	11	12	12	12	20	16	5	1	4	45	45	46
0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	13	60	3	9	17	1	2	3	1	0	10	1	92250	39	44	44	44	12	13	5	1	2	15	15	20
0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	16	59	5	12	13	1	0	3	4	0	1010	2	92250	28	28	28	28	16	16	5	2	2	27	27	27
0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	12	76	5	10	11	1	2	2	2	0	570	1	17250	53	56	55	55	7.5	12	6	1	2	18	19	21
0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	12	50	4	13	17	1	0	3	1	0	0	1	137250	17	29	28	28	12	12	4	3	1	20	21	32
0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	14	64	5	12	14	1	2	2	3	0	10	1	92250	41	42	42	42	12	14	6	1	2	25	25	26
0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	12	77	5	12	11	0	2	3	4	0	470	1	27250	55	56	55	55	12	12	6	1	2	17	18	18
0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	20	52	4	13	16	0	0	3	3	0	30	1	55000	-6	5	4	4	16	20	4	3	1	44	45	-6
0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	17	31	5	12	17	3	2	1	3	0	1320	1	112250	9	13	13	13	12	17	2	3	2	21	21	25
0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	9	39	5	12	16	3	2	0	11	0	0	1	13750	-6	1	0	.44999998808	10	9	2	1	1	27	28	-6
0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	12	64	5	12	12	1	2	2	5	0	60	1	67250	41	44	44	44	12	12	5	1	2	15	15	18
0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	13	28	3	13	13	0	0	3	1	2	0	2	200000	11	11	11	11	12	13	2	1	5	16	16	16
0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	64	5	12	7.5	0	1	3	1	0	0	1	22250	12	13	13	13	12	12	6	4	2	52	52	53
0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	16	48	4	12	16	2	2	1	2	1	0	4	112250	27	36	32	32	16	16	4	1	4	14	18	23
0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	13	65	5	12	12	2	2	1	1	0	0	1	17250	22	22	22	22	12	13	5	3	1	42	42	42
0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	24	5	16	16	2	1	2	1	1	0	1	80000	1	2	2	1.5	12	12	1	1	4	21	21	22
0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	12	82	3	12	12	3	2	0	0	0	0	1	13750	60	61	61	61	7.5	12	7	1	2	21	21	22
1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	16	46	4	13	16	3	2	0	2	0	170	5	80000	18	20	20	20	12	16	4	1	2	28	28	30
0	1	-6	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	12	39	3	13	13	-6	-6	-6	2	2	-6	1	67250	19	22	22	22	12	12	3	2	4	19	19	22
1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17	73	5	7.5	17	2	2	1	11	0	240	5	112250	14	14	14	14	12	17	5	3	2	48	48	48
0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	12	64	5	12	13	1	0	3	4	0	0	1	13750	45	56	50	50	12	12	6	1	2	12	18	23
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	13	54	4	12	12	3	3	0	3	1	0	1	37250	25	27	27	27	12	13	4	1	3	24	24	26
0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	14	63	5	12	13	0	0	3	1	0	2720	1	37250	28	28	28	28	12	14	5	1	4	34	34	34
1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	17	55	5	12	17	1	2	0	2	0	0	5	137250	4	4	4	4	7.5	17	4	1	2	49	49	49
0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	16	39	4	7.5	14	1	0	3	15	0	390	1	6250	3	4	3	4	13	16	4	3	4	50	51	51
0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	16	29	4	10	12	0	3	0	7	2	90	1	27250	3	12	12	12	13	16	3	1	5	24	24	33
0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	13	32	3	13	13	3	0	1	2	2	30	1	22250	10	13	10	10	14	13	2	3	6	21	24	24
0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	13	58	5	14	12	2	0	1	4	0	2140	1	32250	31	31	31	31	12	13	5	1	3	31	31	31
1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	16	52	5	14	16	3	2	1	6	0	70	5	112250	-6	0	0	.15000000596	12	16	5	3	1	58	58	-6
0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	17	70	4	14	17	2	0	2	5	0	1880	4	137250	42	43	43	43	7.5	17	6	1	2	22	22	23
1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	17	32	5	12	17	2	2	2	9	0	130	5	67250	-6	3	0	.44999998808	12	17	3	2	2	38	41	-6
0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	12	47	5	7.5	12	0	0	3	3	0	0	1	80000	33	34	34	34	12	12	4	1	2	16	16	17
