PAPGLB_FRIEND	PAPRELIGION	PARTNER_RACE	PPMARIT	PPPARTYID3	PPREG9	PPRENT	Q12	Q29	Q7B	RESPONDENT_RACE	PAPGLB_STATUS	AGE_DIFFERENCE	CHILDREN_IN_HH	DISTANCEMOVED_10MI	GENDER_ATTRACTION	HHINC	HOW_LONG_AGO_FIRST_COHAB	HOW_LONG_AGO_FIRST_MET	HOW_LONG_AGO_FIRST_ROMANTIC	HOW_LONG_RELATIONSHIP	PARTNER_MOM_YRSED	PARTNER_YRSED	PPAGECAT	PPHOUSE	PPHOUSEHOLDSIZE	Q21A	Q21B	Q21C	Q9	RELATIONSHIP_QUALITY	RESPONDENT_MOM_YRSED	RESPONDENT_YRSED	ZPFORBORN_CAT	ZPNHBLACK_CAT	ZPNHWHITE_CAT	CORESIDENT	GLBSTATUS	MARRIED	MET_THROUGH_AS_COWORKERS	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_FAMILY	MET_THROUGH_FRIENDS	PPHHHEAD	PPMSACAT	PPNET	Q24_MET_ONLINE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q32_INTERNET	SAME_SEX_COUPLE	US_RAISED	ZPRURAL_CAT	PARENTAL_APPROVAL	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	EITHER_INTERNET_ADJUSTED	PAPEVANGELICAL	Q13A	Q25	Q26	Q27	Q28	Q7A	Q8A	SUCCESS
1	3	6	1	3	9	2	5	3	3	6	2	4	2	440	1	45000	19	28	22	22	12	13	3	2	4	14	20	23	46	4	0	12	3	2	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	2	1	1	3	2	1	5	4	2	1	2	2	1	0	1	37250	50	52	51	51	7.5	12	6	1	2	19	20	21	73	4	7.5	10	1	0	3	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	3	6	1	1	5	1	2	2	3	6	2	0	0	1010	1	80000	34	39	36	36	12	14	5	1	2	17	20	22	56	5	16	16	2	0	2	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1
1	5	1	5	3	5	1	2	1	5	1	2	0	0	0	1	200000	1	16	4	4	17	16	1	1	4	6	18	21	22	5	20	14	3	2	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1
4	13	6	1	1	7	1	3	3	9	1	2	6	2	200	1	67250	11	12	11	11	13	12	3	1	3	24	25	25	30	5	16	12	1	2	2	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	nan	1	1	0	1	1
3	8	1	6	3	9	1	2	2	8	6	1	10	0	2680	4	80000	9	10	9	9	12	12	5	1	3	51	52	52	51	5	14	16	3	3	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	nan	1	1	1	1	1
4	2	1	1	3	2	1	2	4	13	1	2	1	0	0	1	92250	46	53	47	47	0	12	6	1	2	16	22	23	68	5	0	17	0	0	3	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	nan	0	0	0	1	0	0	0	0	1	0	0	nan	0	1	1	0	1
4	10	1	1	1	2	1	1	1	10	1	2	3	3	60	1	55000	15	18	17	17	12	16	4	1	5	32	33	35	47	3	12	17	2	2	2	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	13	1	1	3	4	1	2	1	13	1	1	11	0	710	2	112250	13	18	18	18	12	20	3	1	2	23	23	28	52	5	20	20	1	1	3	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1
1	2	1	6	1	4	1	3	4	1	1	2	3	0	0	1	13750	6	11	6	6	7.5	10	5	1	2	48	53	53	62	4	7.5	11	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	0	-1
1	13	1	1	3	9	1	2	1	3	1	2	2	2	30	1	45000	23	24	24	24	13	12	3	1	4	19	19	20	41	4	13	10	1	1	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	nan	0	1	1	0	1
1	2	1	5	3	9	2	1	3	13	6	1	1	2	0	5	80000	nan	3	3	4	12	14	3	3	4	37	37	nan	39	2	11	16	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1
3	3	1	1	1	9	1	2	1	5	6	2	4	0	0	1	112250	9	10	10	10	16	16	3	1	2	31	31	32	37	4	16	16	3	2	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	3	6	1	3	7	1	2	4	3	6	2	2	0	nan	1	45000	48	50	48	48	10	13	6	1	2	17	19	19	65	5	9	13	2	2	0	1	0	1	nan	nan	nan	nan	1	1	0	nan	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1
1	3	1	5	3	2	1	2	1	2	1	2	1	0	0	1	162250	nan	2	2	2.5	14	13	1	1	9	20	20	nan	21	5	16	13	3	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-1
3	12	1	4	3	4	2	2	1	13	1	1	3	0	80	3	13750	1	1	1	.75	12	12	1	1	3	23	23	23	27	5	14	11	2	2	2	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	1	-1
4	1	2	5	3	3	2	5	3	2	2	2	nan	0	440	1	22250	nan	nan	nan	nan	nan	13	6	3	1	nan	nan	nan	nan	4	17	16	2	3	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	-2	0	-1
3	2	1	6	3	5	1	2	4	2	5	1	7	0	1170	5	137250	22	33	33	33	12	17	5	1	2	28	28	39	68	4	13	16	3	2	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	nan	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	-1
4	11	2	1	1	9	2	2	1	11	2	2	10	0	2270	1	112250	8	10	10	10	17	20	3	2	4	33	33	35	33	4	20	20	3	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1
4	1	1	1	1	3	1	2	1	1	1	2	2	0	10	1	67250	6	10	10	10	17	16	3	1	3	25	25	29	33	4	16	16	2	2	2	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1
4	11	1	1	1	9	1	1	1	2	1	2	1	1	20	1	67250	20	20	20	20	12	13	3	1	4	22	22	22	41	4	12	12	2	2	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	nan	0	1	0	1	-1
1	13	1	1	3	5	1	3	3	13	1	2	1	0	830	1	13750	16	23	23	23	12	13	4	4	2	28	28	35	52	5	12	13	2	0	3	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1
1	12	1	6	3	5	2	4	1	12	1	1	2	0	0	2	22250	8	8	8	8	13	14	2	1	2	22	22	22	32	5	14	13	2	2	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1
1	13	6	5	1	7	2	3	1	3	1	2	4	0	1390	1	27250	0	4	4	4	16	16	2	3	1	23	23	27	31	5	13	16	3	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1
3	13	1	1	3	8	1	2	1	13	1	2	9	2	990	1	200000	7	13	13	13	13	20	3	1	4	28	28	34	50	4	16	20	nan	nan	nan	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	nan	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1
3	4	1	1	1	9	1	5	1	4	1	2	0	0	0	1	137250	35	39	38	38	12	12	4	1	2	14	15	18	53	5	12	12	2	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	nan	0	1	1	0	1
3	11	5	1	3	5	2	2	1	11	6	2	0	0	1090	1	27250	3	6	3	4	12	13	1	3	2	16	19	19	22	5	12	12	3	2	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	nan	1	1	1	1	1
3	11	1	1	1	3	1	3	1	11	1	2	5	0	0	1	37250	8	10	9	9	10	13	3	1	5	28	29	30	33	2	16	16	0	0	3	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1
4	3	1	1	3	2	1	5	2	3	1	2	2	0	4320	1	67250	27	28	27	27	12	13	4	1	4	26	27	27	52	5	7.5	12	3	2	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
3	3	6	1	3	8	1	2	4	3	6	2	5	0	0	1	27250	28	30	29	29	12	14	4	1	2	24	25	26	59	4	16	12	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	0	0	nan	1	1	1	0	1
2	2	1	1	3	4	1	2	4	2	1	2	0	0	520	1	92250	20	20	20	20	12	12	4	1	2	31	31	31	51	4	12	13	2	1	2	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	0	0	0	0	1	0	0	0	1	0	1	nan	1	1	1	0	1
1	11	1	1	1	9	1	1	1	3	6	2	1	2	0	1	37250	19	22	nan	nan	12	14	3	1	5	18	nan	21	39	5	13	13	3	2	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1
3	5	1	4	3	5	1	3	2	13	1	2	4	1	nan	1	17250	nan	5	5	5	nan	11	2	1	5	21	21	nan	22	5	nan	13	3	2	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	nan	1	1	1	1	-1
1	2	1	1	1	7	1	1	4	1	1	2	3	0	1040	1	112250	39	41	40	40	13	16	5	1	2	18	19	20	62	5	17	17	2	2	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1
1	3	2	5	3	5	1	2	1	2	2	2	3	1	2250	1	92250	nan	2	2	2.5	16	13	1	1	3	18	18	nan	23	4	17	13	2	3	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	-1
1	2	1	6	1	5	1	1	1	2	1	1	20	0	0	2	80000	9	32	8	8	12	16	4	1	2	17	41	40	69	5	16	16	2	2	2	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1
1	3	1	6	3	4	1	5	3	2	1	2	7	0	0	1	13750	20	23	23	23	13	13	4	1	2	25	25	28	55	4	12	12	1	0	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	13	1	6	3	4	1	2	2	2	1	1	12	0	100	5	67250	20	20	20	20	12	14	5	1	1	36	36	36	44	5	12	13	0	0	3	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1
3	3	1	1	1	2	1	1	2	3	1	2	0	0	20	1	137250	19	26	24	24	12	13	3	1	5	16	18	23	42	5	12	13	2	0	3	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1
4	2	1	1	1	5	1	1	4	2	1	2	6	0	690	1	200000	40	41	40	40	12	16	6	1	2	26	27	27	61	5	16	16	2	2	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	nan	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1
3	1	2	6	3	5	2	2	1	1	2	1	5	0	0	5	67250	2	4	4	4	12	13	3	3	4	33	33	35	42	5	16	13	3	3	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	-1
4	2	1	1	3	9	1	2	1	3	6	2	3	0	10	1	137250	17	18	18	18	12	13	5	1	2	37	37	38	52	5	13	12	3	1	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
3	2	1	6	3	8	1	2	3	11	1	1	6	0	930	5	92250	11	16	16	16	12	16	5	1	2	42	42	47	52	5	7.5	16	2	2	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1
1	1	2	4	3	9	1	2	4	1	2	2	0	0	20	1	55000	31	37	37	37	10	12	5	1	2	18	18	24	55	2	9	13	3	2	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	nan	1	0	0	0	0	0	0	0	1	0	1	nan	0	1	1	0	-1
2	3	1	5	3	1	1	2	1	3	1	2	0	0	60	1	112250	nan	2	2	2.5	12	13	1	1	4	17	17	nan	19	5	16	13	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	-1
3	1	1	1	1	6	1	1	1	11	1	2	2	0	130	1	80000	8	9	9	9	13	13	3	1	2	29	29	30	40	5	11	17	0	2	2	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	-1
3	11	1	6	3	4	1	2	1	2	1	1	2	0	20	4	11250	10	12	12	12	12	14	2	1	3	20	20	22	34	5	17	17	2	2	2	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1
3	3	1	1	3	2	2	2	1	3	1	1	1	0	140	2	112250	3	5	5	5	13	20	2	3	2	23	23	25	29	5	16	17	2	2	2	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1
3	3	1	1	1	2	1	2	1	2	1	2	1	0	0	1	80000	8	11	11	11	17	12	2	2	1	15	15	18	27	5	12	16	0	0	3	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	nan	0	1	1	0	1
3	3	2	6	3	7	2	2	3	13	6	1	7	2	10	5	67250	10	12	12	12	12	14	2	3	4	17	17	19	36	4	12	13	3	2	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1
3	1	1	3	3	5	1	2	1	2	2	1	8	0	20	5	45000	0	2	2	4	14	14	3	1	1	35	35	37	29	5	14	12	0	2	2	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	nan	1	1	0	0	-1
5	3	1	1	1	3	1	5	1	3	1	2	8	0	560	1	22250	7	13	13	13	12	12	3	2	2	25	25	31	30	5	12	13	1	2	2	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	13	1	1	1	8	1	5	1	13	1	2	7	0	1890	1	55000	12	13	13	13	12	13	4	1	3	39	39	40	59	5	12	12	2	2	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	nan	1	1	1	1	1
3	13	1	6	3	6	1	2	3	13	1	1	0	0	30	4	162250	13	14	14	14	12	17	5	1	2	46	46	47	60	5	17	17	2	3	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1
3	3	1	1	3	2	1	1	1	2	1	2	3	0	0	1	137250	9	11	10	10	12	13	2	1	4	22	23	24	36	4	13	16	2	3	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	2	1	1	3	8	1	3	1	3	1	2	0	0	1080	1	92250	3	8	7	7	10	12	3	3	2	33	34	38	41	5	12	17	3	2	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	nan	1	1	1	0	1
2	3	1	1	1	6	1	1	2	11	6	2	3	0	10	1	92250	13	13	13	13	12	13	3	1	1	26	26	26	36	4	16	16	2	2	2	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	-1
1	2	1	1	1	5	1	5	1	2	1	2	1	0	120	1	200000	1	4	4	4	12	17	3	1	2	40	40	43	45	5	12	20	3	2	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
3	13	2	6	3	5	1	2	1	2	1	1	1	0	1550	4	137250	7	9	9	9	12	20	3	1	2	29	29	31	39	5	12	20	1	3	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1
1	11	1	1	1	3	1	1	1	1	1	2	1	0	450	1	67250	4	9	9	9	14	16	3	1	2	27	27	32	35	5	14	20	1	0	3	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1
4	11	1	1	1	2	1	1	4	11	1	2	4	0	480	1	55000	38	39	38	38	12	13	5	1	2	17	18	18	60	4	12	12	0	0	3	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	nan	0	0	0	0	0	1	0	0	0	1	0	nan	1	1	0	1	1
1	13	1	6	3	3	1	2	1	3	1	2	10	0	30	1	92250	9	9	9	9	12	13	3	1	2	35	35	35	54	4	12	13	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
3	11	1	6	3	3	1	2	1	11	1	1	4	0	0	4	67250	15	16	16	16	12	13	3	1	2	23	23	24	35	4	14	17	0	1	3	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1
3	1	2	2	3	6	1	2	1	1	2	1	23	3	0	4	37250	nan	2	2	1.5	nan	12	2	1	4	29	29	nan	54	4	7.5	17	0	3	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	nan	1	1	1	0	-1
1	11	4	4	3	9	2	5	1	13	2	2	7	2	470	1	45000	1	1	1	1.5	nan	12	2	3	1	27	27	27	21	4	13	13	2	3	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	-1
4	9	1	1	1	4	1	3	1	11	1	2	4	2	820	1	67250	24	25	24	24	12	12	3	1	5	17	18	18	38	5	12	12	2	1	2	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	nan	0	1	0	0	1
3	13	1	1	1	8	1	3	1	13	1	1	4	1	1270	3	55000	21	21	21	21	12	13	4	1	5	33	33	33	50	5	16	16	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1
4	1	1	1	3	5	1	2	4	1	1	2	12	0	0	1	45000	6	14	14	14	7.5	10	5	1	2	47	47	55	49	5	10	12	0	2	2	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	nan	0	0	0	0	0	1	0	0	0	0	1	nan	1	1	0	0	1
4	4	1	1	1	8	1	1	1	3	1	2	2	2	220	1	67250	13	17	16	16	12	13	3	1	4	21	22	25	36	4	14	13	3	3	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	4	1	1	1	9	1	1	1	4	1	2	4	1	180	1	67250	10	11	11	11	12	13	2	1	3	19	19	20	34	4	13	16	2	0	2	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1
1	1	4	1	1	5	1	1	1	1	4	2	1	1	670	1	67250	4	5	5	5	0	13	2	1	6	23	23	24	29	4	0	14	2	3	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1
1	12	1	1	1	5	1	3	1	13	1	1	1	0	0	2	80000	7	8	8	8	12	13	4	1	3	42	42	43	51	5	16	16	2	2	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1
1	3	1	1	1	5	1	1	1	3	1	2	1	0	0	1	92250	18	22	20	20	12	16	4	1	2	27	29	31	50	4	12	12	2	1	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	2	1	1	3	2	2	2	1	2	1	2	4	0	490	1	112250	8	10	8	8	12	16	2	2	5	24	26	26	30	4	13	16	3	3	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1
4	1	2	3	3	7	2	2	4	2	2	2	0	0	60	1	45000	58	61	nan	nan	5.5	16	7	1	4	20	nan	23	81	3	5.5	16	0	3	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	nan	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	-1
1	12	4	1	1	7	1	5	1	1	1	2	7	0	0	1	27250	9	10	10	10	12	14	3	1	4	28	28	29	31	3	14	16	2	0	2	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1
1	13	1	1	3	8	1	2	1	13	1	2	1	0	320	1	80000	8	14	10	10	16	17	2	1	2	14	18	20	29	5	17	16	3	2	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1
3	3	1	2	3	3	1	2	3	3	1	1	2	0	0	4	112250	4	4	4	4	12	12	4	1	2	45	45	45	51	4	12	13	2	2	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	nan	1	1	1	0	1
1	1	1	1	3	6	1	2	3	11	1	2	2	0	0	1	92250	14	14	14	14	12	17	3	2	2	21	21	21	33	3	17	17	0	1	3	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1
1	13	5	1	3	3	1	3	1	12	1	2	9	0	80	1	67250	7	17	14	14	14	20	4	1	2	32	35	42	58	5	12	14	1	1	3	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1
2	2	1	1	1	6	1	1	1	2	1	2	3	0	0	1	67250	8	9	9	9	17	17	2	1	3	24	24	25	30	5	13	16	0	2	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1
1	1	1	1	3	5	1	1	4	1	1	2	3	0	80	1	45000	23	24	23	23	9	12	4	1	2	30	31	31	57	5	12	12	1	2	2	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	nan	0	1	0	0	0	0	0	0	0	0	1	nan	1	1	0	0	1
3	3	6	1	3	8	1	2	4	3	1	2	1	0	1040	1	67250	23	24	23	23	12	13	4	1	2	25	26	26	50	5	14	12	1	1	2	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	nan	0	1	0	0	0	0	0	0	1	0	1	nan	1	1	1	0	1
1	3	1	3	3	8	1	2	3	2	1	2	9	0	1070	1	80000	nan	0	0	.05000000075	12	16	4	1	1	53	53	nan	44	4	12	17	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	-1
