PPGENDER	PPAGE	PPINCIMP	HOW_LONG_AGO_FIRST_ROMANTIC	SAME_SEX_COUPLE	Q23	Q19	PPEDUC	Q18A_3	MET_THROUGH_FRIENDS	MET_THROUGH_FAMILY	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_AS_COWORKERS	Q24_CHURCH	Q24_SCHOOL	Q24_COLLEGE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED	SUCCESS
2	47	11	16	0	3	1	12	nan	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	13	5	0	2	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	70	12	55	0	1	1	9	nan	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
2	61	12	36	0	2	1	7	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	26	13	0	0	2	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	33	13	17	0	3	1	9	nan	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	20	12	2	0	1	1	9	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1
2	26	11	5	0	3	1	7	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	64	14	12	0	2	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	32	8	9	1	3	1	12	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
2	23	1	2	0	2	2	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1
1	48	14	29	0	1	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	40	11	19	0	3	1	12	nan	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	21	18	1	0	3	2	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	45	12	13	1	3	1	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	40	14	18	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	58	9	30	0	1	1	13	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	48	16	28	1	1	1	11	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	21	8	2	0	2	1	10	nan	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	54	16	8	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	67	7	35	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	38	13	11	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	53	15	28	0	3	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	38	10	22	0	3	1	4	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	28	14	11	0	3	1	12	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	39	13	19	0	1	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	27	19	1	0	3	2	13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	38	9	3	0	1	2	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	59	13	42	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	34	16	10	0	2	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	53	16	18	0	2	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	57	13	37	0	1	1	9	nan	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1
2	40	10	0	0	3	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	52	7	36	0	1	1	9	nan	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	22	12	1	0	1	1	9	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	32	7	6	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	35	13	6	0	2	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	29	16	5	0	3	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	25	15	3	0	3	1	11	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	50	12	14	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	45	17	5	0	3	1	13	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	56	4	11	1	3	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	64	15	40	0	3	1	11	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	49	11	1	1	3	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	53	12	31	1	2	1	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	25	13	5	0	3	1	12	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	53	19	0	1	3	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	53	5	28	0	1	2	9	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	63	13	14	0	1	1	6	nan	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	41	15	16	0	3	1	9	nan	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
1	63	11	47	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	21	12	4	0	2	1	10	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-1
1	70	15	50	0	1	1	8	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	43	17	17	0	1	1	13	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	50	15	2	1	1	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	35	11	17	0	2	1	5	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	13	6	0	3	1	13	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	46	17	20	1	3	1	12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	50	11	23	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	68	14	11	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	72	9	49	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	48	16	19	0	3	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	68	18	48	0	2	1	14	nan	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1
2	37	14	21	0	3	1	9	nan	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
1	67	17	49	0	1	1	14	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	22	16	6	0	1	1	10	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	22	16	0	0	1	2	10	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	26	15	5	0	2	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	19	17	0	0	3	2	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1
2	36	15	2	0	3	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
1	41	11	0	0	1	2	10	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	39	13	8	0	1	1	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	27	7	9	0	1	1	10	nan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	39	16	20	1	1	1	13	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	49	13	11	1	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	33	16	8	0	1	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	20	16	0	0	3	2	11	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
2	67	18	24	1	2	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	40	10	6	0	1	1	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	53	5	3	0	3	2	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	25	12	1	0	3	2	12	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	60	16	35	1	1	1	12	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-1
1	22	11	0	1	3	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	32	15	0	0	1	2	13	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1
1	30	13	8	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
1	42	16	14	0	1	1	14	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	44	16	26	0	1	1	13	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	43	13	22	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	31	13	11	0	1	2	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	54	15	17	0	1	1	9	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	74	11	59	0	2	1	9	nan	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
2	20	11	6	0	3	2	7	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	35	15	5	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	39	7	21	0	3	1	9	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	28	16	7	0	1	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	56	18	9	1	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	56	11	38	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	28	10	10	0	3	1	12	nan	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
2	50	13	20	0	3	1	9	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	29	10	9	0	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	45	13	21	1	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	11	11	0	1	1	14	nan	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1
2	20	15	1	0	3	2	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	35	16	14	0	3	1	12	nan	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	-1
1	37	12	13	0	1	1	13	nan	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
2	35	15	16	0	3	1	12	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	29	11	13	0	1	1	11	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	35	13	18	0	1	1	10	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	40	10	10	0	3	2	10	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	1	0	0	0	0	0	0	-1
2	28	7	7	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	42	18	23	0	3	1	12	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1
1	75	10	26	1	3	1	5	1	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	1	1
1	61	19	21	1	1	1	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	65	12	44	0	1	1	9	nan	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	56	16	5	0	2	1	10	nan	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1	33	12	11	0	3	1	11	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	39	14	18	0	1	1	12	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	59	4	31	1	3	2	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	22	13	6	0	2	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	-1
2	27	13	4	0	3	1	11	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	42	16	9	0	1	1	12	nan	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	-1
2	45	14	nan	0	3	1	3	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	0	1
1	55	14	36	1	3	1	13	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	58	10	0	0	2	2	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
1	42	13	4	0	2	1	9	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	74	11	54	0	1	1	6	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	50	16	10	1	1	1	10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	-1
2	45	16	7	1	3	1	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	30	13	13	0	1	1	9	nan	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
1	48	12	23	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	66	14	28	1	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	28	8	7	0	3	1	10	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	48	6	2	0	2	1	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	28	11	11	0	3	1	10	nan	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	21	6	2	0	3	1	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	55	12	17	0	2	1	9	nan	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
1	43	14	22	0	-1	1	8	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1	0	0	0	0	0	0	0	1
2	55	12	23	0	3	1	4	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	53	7	37	0	3	1	7	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	21	12	0	0	3	2	10	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	-1
1	52	9	2	1	3	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	20	9	1	0	3	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	58	12	41	0	3	1	10	nan	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	19	17	1	0	1	2	9	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	21	16	0	0	1	2	10	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	-1
1	47	15	18	0	1	1	9	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	59	6	10	0	3	1	9	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	29	15	5	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	9	13	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	42	11	13	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	49	11	25	0	1	1	13	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	32	10	14	0	3	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	49	12	30	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	28	16	9	0	2	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	59	16	42	0	3	1	7	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	28	9	13	0	3	1	11	nan	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	-1
2	69	6	53	0	3	1	6	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	21	15	2	0	3	2	9	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
2	62	5	14	0	2	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
1	48	2	3	0	3	2	10	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	-1
2	52	8	3	0	2	2	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	32	9	4	0	1	1	13	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	30	2	0	0	3	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	51	11	34	0	3	1	7	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	39	17	9	0	1	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	11	1	0	1	2	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	55	16	34	0	1	1	13	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	45	11	5	0	1	2	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	41	7	18	0	3	1	10	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	41	15	21	0	1	1	11	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	45	11	12	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	24	14	1	0	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	69	10	39	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	52	9	6	0	1	1	9	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	75	13	22	0	3	1	9	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	49	12	19	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	59	6	1	0	3	2	6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	30	12	8	0	2	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	52	12	12	0	3	1	11	nan	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	23	16	0	0	3	2	12	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
2	59	13	24	0	3	1	8	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	46	16	16	1	2	1	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	55	8	25	0	1	1	13	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	52	2	1	0	3	2	9	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	56	13	1	1	1	2	13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	44	13	27	0	1	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
2	65	16	25	1	3	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	44	12	13	0	1	1	7	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	53	10	13	0	1	1	5	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	66	4	26	0	3	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
2	27	15	9	0	1	1	13	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1
1	37	9	5	0	1	1	14	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	38	12	10	0	2	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	59	17	10	0	1	2	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	57	13	8	1	1	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	57	9	20	1	1	1	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	35	15	21	0	1	1	12	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	66	12	48	0	3	1	13	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
2	39	17	7	1	1	1	14	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	58	19	17	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	53	15	38	0	3	1	8	nan	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2	74	11	54	0	2	1	12	nan	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	66	13	14	0	1	2	10	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	45	10	28	0	1	1	7	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	57	10	35	0	3	1	9	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	48	10	33	0	1	1	7	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	41	13	19	0	1	1	13	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	63	12	23	1	1	1	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	46	11	6	0	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	65	16	14	1	1	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	29	13	10	0	1	1	11	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	74	9	57	0	1	1	9	nan	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
2	42	14	22	0	3	1	6	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	61	14	25	0	2	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	36	12	7	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	51	14	14	0	2	1	8	nan	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	37	15	16	0	1	1	12	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	60	11	32	1	3	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	79	12	59	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
2	72	14	54	0	3	1	9	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1
2	64	11	16	0	2	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	57	11	39	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	44	16	24	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	72	12	16	0	1	1	9	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	81	13	38	0	1	1	8	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	59	18	19	1	3	1	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	72	14	16	0	3	1	5	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	63	13	0	0	1	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	29	10	5	0	3	1	12	nan	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1
1	81	11	60	0	1	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	61	8	45	0	3	1	7	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	39	12	10	1	1	1	12	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	59	17	16	1	2	2	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	19	17	0	0	3	2	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	28	16	8	0	2	1	12	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	49	18	33	0	3	1	6	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	49	6	1	0	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	25	19	3	0	1	2	13	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	44	16	17	1	1	1	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	62	18	5	1	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
2	55	15	35	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	53	14	2	1	1	2	14	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
2	29	13	7	0	1	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	45	3	18	0	3	2	9	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	40	11	2	1	2	2	9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
1	36	16	15	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	47	15	29	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2	64	15	31	0	3	1	8	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	54	13	34	0	1	1	9	nan	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
