Q9	PPAGE	PPGENDER	pp4_ppwork	PP2_RESPONDENT_YRSED	PARTNER_YRSED	PARENTAL_APPROVAL	PPINCIMP	Q7B	PAPRELIGION	success
24	20	2	1	12	12	1	1	13	11	-1
45	51	1	2	12	12	1	16	13	13	1
41	43	1	1	12	13	0	7	4	13	-1
30	39	1	1	14	12	1	11	1	1	1
66	64	2	5	12	17	1	16	13	5	1
39	38	1	1	12	12	1	2	3	3	1
26	24	2	2	16	16	1	13	5	5	1
24	28	1	2	20	17	1	13	3	3	1
43	49	1	1	17	17	1	12	2	1	-1
23	26	1	1	14	12	1	7	11	11	1
42	42	1	7	13	16	0	13	1	2	-1
37	44	1	1	12	12	1	14	2	2	1
45	49	1	2	16	17	1	18	1	3	1
37	38	1	1	13	16	1	13	2	2	1
45	52	2	1	13	17	0	17	11	13	-1
55	46	1	1	17	14	1	16	2	2	1
39	44	1	2	12	14	1	11	13	13	1
29	27	1	1	14	12	1	16	1	3	1
22	24	2	1	14	12	1	16	1	11	-1
44	44	2	1	14	13	1	12	11	2	-1
52	51	2	1	9	13	1	12	2	2	1
20	20	1	1	13	13	1	19	3	3	-1
57	55	1	5	16	14	1	13	2	2	1
39	41	1	1	13	12	1	15	1	1	1
36	20	2	3	12	20	0	11	2	12	1
29	26	2	2	16	16	1	13	11	2	1
30	36	1	1	13	20	1	11	3	3	1
42	50	2	1	13	14	1	16	2	11	1
20	19	2	1	13	13	1	19	13	1	-1
41	27	2	1	14	12	1	12	1	11	1
31	21	1	1	13	12	0	3	13	2	-1
44	89	2	2	13	16	0	11	2	13	1
53	55	2	1	16	16	1	16	2	13	1
49	47	1	1	13	13	1	14	11	13	1
37	36	1	1	16	17	1	16	11	3	1
44	49	1	1	16	13	1	16	11	4	1
39	41	1	1	20	17	1	8	3	3	1
53	51	2	6	13	13	0	4	13	3	-1
43	41	2	4	12	11	1	7	13	13	1
31	29	2	1	16	13	1	11	13	1	1
45	42	1	1	16	16	1	11	3	3	1
50	28	2	4	13	12	1	13	2	2	-1
49	45	2	1	12	13	1	17	3	3	1
28	24	2	7	16	14	1	19	6	2	-1
44	43	1	2	16	13	1	13	13	13	1
24	21	2	2	13	14	0	13	13	11	-1
28	21	2	1	16	17	0	17	2	1	-1
44	44	1	1	16	17	1	17	3	3	1
37	44	1	2	16	17	1	13	13	13	1
22	22	1	1	16	13	1	10	3	3	1
42	46	1	6	13	14	1	16	13	13	1
43	43	1	1	13	13	1	15	3	2	-1
50	50	1	1	13	13	1	13	11	1	1
39	29	2	4	13	16	1	13	11	2	-1
35	36	1	1	17	17	1	16	2	2	1
42	49	1	1	12	14	1	11	2	2	1
57	56	2	7	12	12	1	12	11	2	1
29	31	2	1	16	13	1	18	3	13	-1
62	63	1	5	17	20	0	13	13	2	1
32	29	2	1	16	16	1	12	1	1	1
33	30	2	1	16	9	1	13	13	13	1
51	38	1	2	13	13	1	13	11	13	1
51	52	2	1	17	17	0	16	3	12	1
47	36	2	1	13	16	0	3	13	13	-1
43	39	1	1	12	9	1	15	3	13	-1
61	63	2	5	16	17	0	12	12	12	1
38	41	2	1	12	16	1	12	11	11	1
45	42	1	1	12	14	1	12	2	2	1
50	59	1	5	12	12	0	17	11	3	1
46	41	1	2	16	16	1	19	13	13	1
31	38	1	1	17	17	1	13	3	8	1
21	19	2	1	13	13	1	13	11	11	1
39	44	1	1	20	12	0	15	3	2	1
30	28	2	1	14	13	1	13	1	1	1
25	25	1	1	16	16	1	19	2	13	1
31	31	1	1	20	16	1	13	9	2	1
26	61	1	6	16	12	0	4	2	9	-1
30	26	2	1	13	16	1	17	1	1	1
35	25	1	1	16	13	1	14	6	8	-1
32	29	2	1	16	14	1	11	11	13	-1
60	43	2	1	17	17	1	16	3	3	1
46	42	2	4	12	13	1	11	3	3	1
56	56	2	1	17	14	1	14	3	3	1
22	22	1	1	16	16	1	19	5	5	1
30	36	1	1	12	12	1	13	9	13	1
51	61	2	1	16	12	1	14	8	8	1
47	50	2	1	17	16	0	12	10	10	1
52	41	2	1	20	20	1	16	13	13	1
41	43	1	1	11	12	1	11	3	13	1
39	40	1	2	16	14	0	14	13	2	-1
37	41	1	1	16	16	1	16	5	3	1
21	22	2	1	16	13	1	18	2	3	-1
27	24	2	7	9	12	0	5	13	12	-1
33	43	1	1	20	20	1	16	11	11	1
33	35	1	1	16	16	1	13	1	1	1
41	42	1	1	12	13	1	13	2	11	-1
52	51	2	2	13	13	1	5	13	13	1
32	30	2	6	12	14	1	7	12	12	1
31	27	1	2	17	16	1	8	3	13	1
50	41	2	1	20	20	1	19	13	13	1
53	53	1	1	12	12	1	17	4	4	1
22	22	1	1	12	13	1	8	11	11	1
33	38	1	1	16	13	0	10	11	11	1
52	54	1	1	12	13	1	13	3	3	1
39	40	1	1	13	14	1	10	3	11	1
22	26	2	1	13	11	0	6	13	5	-1
23	20	2	1	13	13	1	15	2	3	-1
69	49	2	1	16	16	0	14	2	2	1
55	48	2	1	13	13	1	5	2	3	1
42	42	1	1	13	13	1	17	3	3	1
42	37	2	1	13	13	1	13	1	1	-1
52	55	1	1	12	13	1	17	3	2	1
52	58	2	5	16	16	1	15	11	2	1
19	19	1	1	13	13	1	16	3	3	-1
40	38	1	1	17	13	1	14	11	1	-1
34	32	2	1	17	14	1	4	2	11	1
29	28	2	1	17	20	1	16	3	3	1
27	26	2	1	16	12	1	14	2	3	1
36	29	2	1	13	14	0	13	13	3	1
29	37	1	1	12	14	1	11	2	1	-1
30	38	1	1	13	12	1	7	3	3	1
59	52	2	1	12	13	1	12	13	13	1
60	60	1	5	17	17	0	18	13	13	1
36	33	2	1	16	13	1	17	2	3	1
41	41	2	1	17	12	1	15	3	2	1
36	39	1	1	16	13	1	15	11	3	-1
45	44	2	1	20	17	1	19	2	2	1
39	38	2	1	20	20	1	17	2	13	1
35	36	1	1	17	16	1	13	1	11	1
54	44	1	1	13	13	0	15	3	13	1
35	39	1	1	17	13	1	13	11	11	1
54	31	2	1	17	12	1	10	1	1	-1
21	28	1	1	13	12	1	11	13	11	-1
38	42	1	1	12	12	1	13	11	9	1
50	54	2	7	16	13	1	12	13	13	1
36	38	1	1	13	13	1	13	3	4	1
34	30	2	7	16	13	1	13	4	4	1
29	28	1	1	14	13	1	13	1	1	1
51	50	2	1	16	13	1	14	13	12	1
50	49	2	4	12	16	1	15	3	3	1
30	34	1	1	16	16	1	16	2	2	1
31	38	1	1	16	14	1	8	1	12	1
29	28	2	1	16	17	1	14	13	13	1
51	49	1	1	13	12	0	16	3	3	1
33	35	1	1	17	17	0	15	11	1	1
58	49	2	1	14	20	1	13	12	13	1
30	33	1	2	16	17	1	13	2	2	1
44	53	1	1	17	16	0	14	2	3	-1
36	34	1	1	13	12	0	10	13	13	-1
42	37	2	6	12	10	1	8	13	3	1
55	44	1	4	12	16	1	15	3	2	1
43	42	1	2	16	16	1	16	10	11	1
18	20	1	7	12	12	1	12	1	3	-1
19	22	2	1	13	12	1	11	9	13	-1
60	53	2	1	16	16	1	15	11	13	1
54	52	1	1	16	17	1	19	3	3	1
46	49	1	1	13	12	1	8	1	1	-1
54	48	2	1	13	13	1	11	1	1	1
52	60	2	1	20	12	1	12	1	1	1
32	33	1	1	16	16	1	10	11	2	1
40	49	2	1	16	16	1	9	13	13	1
36	40	1	1	16	16	1	13	3	3	1
47	46	1	4	13	12	1	11	2	13	1
24	24	2	1	16	13	1	13	3	3	1
55	58	2	5	12	12	1	19	3	3	1
55	45	2	1	13	12	1	1	1	1	1
51	50	1	2	12	16	1	10	1	1	1
26	26	2	7	12	12	1	10	1	1	1
40	40	2	1	16	16	1	16	11	2	1
25	29	1	1	16	13	1	15	4	4	1
50	47	1	1	20	20	1	15	13	3	1
44	43	2	1	17	17	1	13	13	13	1
53	50	1	2	20	20	1	18	3	2	1
34	32	1	1	16	17	1	18	11	11	1
48	49	1	1	16	14	1	9	1	1	1
40	29	2	1	13	11	0	12	2	3	1
35	35	1	1	16	16	1	14	1	1	1
67	61	2	5	17	16	1	16	2	2	1
29	28	2	1	16	16	1	11	11	11	-1
47	48	2	1	17	17	1	15	5	5	1
38	38	1	1	13	16	1	12	3	3	-1
25	33	1	1	16	16	1	13	1	3	1
55	49	2	1	13	12	0	10	13	1	-1
52	49	1	1	16	12	0	14	3	11	-1
49	49	1	1	14	14	1	16	11	11	1
37	39	1	2	16	13	1	15	3	11	-1
65	66	1	5	16	13	1	12	2	2	1
51	44	2	1	12	13	1	15	2	2	1
27	25	2	1	16	12	1	16	11	2	1
35	35	1	1	16	16	1	16	3	3	1
47	50	1	1	14	16	1	14	2	3	1
44	46	1	1	12	12	1	14	3	3	1
41	44	1	1	17	20	1	13	2	2	1
58	55	2	4	16	13	1	10	1	1	1
36	53	2	1	20	17	1	16	13	13	1
36	43	2	2	12	12	1	13	13	2	-1
51	53	2	1	13	13	0	12	11	11	1
33	38	1	1	12	13	0	7	2	2	-1
40	41	1	1	14	12	1	13	11	3	-1
47	43	2	2	20	16	1	15	2	3	-1
37	41	1	1	11	12	1	6	1	1	1
47	45	1	6	13	16	1	15	3	12	1
33	33	2	1	12	13	1	13	9	11	1
29	22	2	7	14	16	1	12	11	11	1
36	38	1	1	16	16	1	11	13	13	1
60	44	1	1	12	16	1	12	2	1	1
54	51	1	1	20	17	1	16	5	5	1
70	59	2	1	13	16	1	11	5	2	1
30	32	1	1	16	17	1	16	3	3	1
48	58	1	2	17	16	0	15	13	13	1
70	60	2	1	16	17	0	10	2	11	1
17	21	1	1	14	12	1	15	1	1	-1
41	40	1	1	16	16	1	16	9	9	1
35	41	1	1	13	12	1	9	3	13	-1
38	43	1	1	12	20	1	17	2	11	1
51	49	1	7	13	13	1	3	3	2	1
31	40	1	2	12	14	1	16	11	11	1
24	24	2	1	13	16	1	12	2	11	1
36	45	1	1	20	14	1	15	9	12	1
32	33	1	1	14	20	0	11	11	11	1
43	38	1	6	13	12	1	13	1	1	-1
49	51	2	1	11	12	1	11	1	1	1
43	45	1	1	12	12	1	12	3	3	1
36	38	1	1	16	14	1	14	2	2	1
38	40	2	2	17	11	0	16	13	11	-1
27	36	1	1	12	12	1	12	11	11	1
46	46	1	3	12	13	1	14	2	3	1
33	29	2	7	16	13	1	11	13	3	1
29	20	2	2	12	12	1	15	3	3	-1
37	29	2	1	16	16	1	18	13	3	1
41	40	2	1	12	12	1	11	3	3	1
45	37	2	1	13	7.5	1	6	13	2	-1
29	28	2	4	13	12	0	9	1	13	1
55	51	2	1	14	16	0	13	6	2	-1
45	50	2	1	13	13	1	12	1	1	-1
56	55	1	2	13	12	1	15	1	1	1
27	23	2	2	14	13	0	10	1	11	1
63	56	2	2	11	12	1	11	2	2	1
35	33	1	2	20	16	1	13	2	11	1
33	39	1	1	20	16	1	18	1	13	1
33	35	1	1	17	13	1	14	1	2	1
20	21	1	1	13	13	1	12	1	1	1
47	46	2	1	13	12	1	12	2	11	1
58	57	1	5	17	12	1	17	3	3	1
35	35	2	1	20	17	1	19	13	2	1
44	38	2	1	12	11	1	14	3	1	1
49	41	2	1	17	17	1	9	5	13	1
27	34	1	1	12	12	1	12	3	3	-1
26	26	1	1	16	16	1	7	13	13	1
60	53	2	1	12	13	1	13	3	3	1
46	51	1	1	16	13	1	15	13	2	1
44	44	2	1	13	16	1	11	1	1	1
45	49	1	4	16	13	0	8	3	13	1
46	47	1	1	16	16	1	19	2	2	1
58	57	2	7	16	16	1	19	4	4	1
49	52	2	1	16	14	1	19	2	2	1
33	29	2	1	13	13	0	13	3	11	-1
38	38	2	1	12	11	1	10	1	1	1
27	31	2	6	12	13	1	3	13	3	1
37	37	2	7	16	17	0	16	2	12	1
30	30	2	7	11	12	1	5	11	3	1
49	40	1	1	12	12	1	16	3	3	1
35	34	1	1	17	16	1	19	5	3	-1
47	47	1	1	12	12	1	15	3	3	1
37	39	1	1	16	17	1	14	7	7	1
28	25	2	1	16	12	1	6	11	2	1
21	23	1	1	11	11	1	15	13	11	1
36	36	2	1	14	14	0	14	4	4	-1
31	29	2	7	13	20	1	10	5	5	1
45	46	2	6	13	13	0	3	13	12	-1
35	29	2	2	16	14	1	16	11	11	1
32	54	1	1	17	14	1	17	2	3	1
36	41	1	1	16	14	1	11	1	11	1
26	26	1	1	17	16	1	14	3	3	1
38	35	2	1	16	13	1	11	3	3	-1
52	50	2	1	16	16	1	16	2	2	1
50	48	2	1	20	13	0	15	13	13	1
31	40	2	1	12	16	0	17	11	1	-1
29	29	2	1	12	11	0	9	3	3	1
37	39	1	1	16	12	1	9	9	11	1
56	54	2	2	12	13	1	12	2	1	1
50	51	1	6	12	12	0	10	1	1	1
41	54	2	1	13	12	1	11	2	2	1
43	49	2	1	20	13	0	14	3	2	1
25	23	2	2	16	14	1	13	2	2	-1
44	42	1	2	16	16	1	14	3	2	1
46	35	2	1	16	16	0	14	3	8	1
29	29	2	7	12	13	1	7	11	11	1
34	38	2	6	12	0	1	7	9	9	1
34	31	1	1	16	13	1	12	11	11	-1
20	19	2	7	13	12	1	14	1	1	1
30	27	2	1	17	16	1	13	11	1	1
30	45	2	1	16	17	0	5	5	13	-1
48	58	1	1	12	16	1	13	2	3	1
28	36	2	1	17	12	0	11	3	2	-1
29	31	1	1	14	14	1	12	3	13	1
29	30	2	7	16	16	0	13	5	12	-1
30	44	1	1	12	12	0	15	13	13	-1
32	31	2	7	12	12	0	12	13	9	-1
61	56	2	6	16	12	1	11	2	3	-1
32	28	1	1	17	13	0	12	11	11	-1
44	48	1	3	12	12	1	9	1	1	1
45	44	2	1	16	16	0	7	3	1	-1
34	34	1	2	16	12	1	15	13	5	1
38	44	1	1	16	12	0	11	13	1	1
36	31	2	1	16	17	1	14	6	6	1
42	40	1	1	13	13	0	14	8	13	-1
51	50	1	1	12	14	0	13	2	2	1
42	41	1	1	14	10	1	13	13	13	1
34	42	1	1	12	12	1	12	2	2	1
19	19	1	7	13	13	0	16	3	3	-1
27	27	2	7	14	16	1	15	13	13	1
82	66	2	5	12	13	1	10	9	11	1
40	44	1	6	16	16	1	9	13	5	-1
25	22	2	1	13	16	0	18	1	2	-1
23	20	2	1	14	13	1	15	13	3	-1
34	34	1	1	12	14	1	13	2	2	1
32	33	2	1	16	13	1	17	11	11	1
32	29	2	1	16	13	1	10	13	13	1
45	36	1	2	13	16	1	16	2	3	1
32	33	1	1	17	17	0	15	13	13	1
31	30	1	2	12	13	1	10	1	13	1
54	49	2	4	16	12	1	15	1	1	-1
27	35	1	1	16	16	1	14	3	3	1
43	43	1	6	11	12	1	7	3	2	-1
29	32	1	1	12	13	1	17	13	2	1
50	40	2	2	13	11	0	10	1	13	-1
29	23	2	1	11	12	1	15	13	13	-1
29	25	2	1	14	16	1	8	4	4	1
62	59	2	7	12	12	1	13	2	3	1
29	28	2	1	17	13	1	13	4	3	1
29	28	1	1	17	14	1	14	4	4	1
44	50	1	1	17	16	1	19	3	3	1
32	36	1	1	12	16	1	9	3	3	1
39	38	2	7	12	14	1	15	11	11	1
44	44	1	4	12	5.5	0	8	3	3	1
26	21	1	4	12	12	0	3	12	11	1
39	42	1	1	16	14	1	11	13	13	1
33	40	1	1	12	12	0	12	13	3	-1
46	42	1	1	13	16	1	15	3	2	1
51	40	1	2	13	13	1	7	11	11	1
48	48	2	1	17	13	1	13	2	2	1
47	47	2	1	16	16	1	14	11	3	1
36	36	2	1	14	13	0	10	3	1	1
34	27	2	1	16	13	0	10	13	13	1
51	52	1	6	16	16	0	14	2	13	1
46	43	1	5	16	17	1	13	11	11	1
34	32	1	1	13	13	1	15	11	11	1
38	40	1	6	16	13	1	11	13	13	1
35	32	1	1	16	12	1	12	3	3	-1
48	56	1	1	14	16	1	15	3	3	-1
24	23	2	1	13	12	0	7	13	12	-1
31	34	1	1	17	17	1	16	13	3	1
59	56	2	5	12	12	1	14	3	3	1
49	48	1	1	16	17	1	14	3	13	1
26	28	2	1	16	12	1	12	13	3	1
27	23	2	1	16	16	1	9	2	2	1
45	56	1	2	17	13	1	15	3	13	-1
31	28	2	1	13	13	1	12	13	11	1
36	20	2	7	13	13	1	15	9	3	1
40	46	1	1	17	16	0	18	11	6	1
25	22	2	1	16	17	1	18	5	5	-1
44	36	1	1	13	16	1	17	2	1	1
50	41	2	6	12	12	1	5	13	13	1
27	27	1	1	16	17	1	15	1	1	1
23	22	1	1	14	14	1	13	11	13	-1
31	33	1	1	13	14	1	13	13	13	1
35	39	1	4	14	16	1	9	11	11	1
24	26	1	1	14	13	1	17	1	1	1
41	44	1	1	16	16	1	11	3	13	1
37	29	2	1	12	13	1	15	13	2	1
43	43	2	7	12	12	0	15	13	3	1
39	38	2	7	12	12	1	9	2	2	1
59	56	2	4	13	13	1	15	13	13	1
69	69	2	5	12	13	0	9	1	2	-1
50	41	1	1	12	12	0	13	3	3	-1
52	51	1	1	13	17	1	11	3	3	1
41	40	1	1	13	13	1	7	1	11	1
49	47	2	1	7.5	13	1	12	11	3	1
41	44	2	1	16	12	1	11	3	11	1
30	29	1	1	16	16	1	14	11	2	1
63	56	2	2	9	12	1	10	11	11	1
53	77	1	5	16	20	1	13	1	1	1
50	56	2	1	12	13	0	6	13	2	-1
61	50	2	2	16	20	1	19	5	5	1
51	39	2	1	17	14	1	14	2	2	1
23	25	2	1	16	17	1	9	11	2	-1
43	44	1	1	16	16	1	12	2	2	1
38	41	1	1	13	13	1	11	1	1	1
27	27	2	1	16	16	1	17	5	3	1
21	23	1	1	12	13	0	12	1	11	-1
37	37	1	1	13	16	1	19	13	13	1
34	31	1	1	16	16	1	14	13	2	1
54	48	2	2	13	14	1	16	2	9	1
25	24	1	7	16	16	1	14	3	13	1
29	26	2	7	16	16	1	3	4	4	1
27	23	2	1	13	13	1	16	13	3	1
46	44	1	2	12	16	1	15	1	11	1
44	44	1	1	20	17	1	18	13	13	1
19	21	2	1	13	13	0	12	3	3	-1
28	32	2	1	17	16	1	14	13	12	1
42	40	2	1	11	12	1	10	13	3	1
31	34	1	1	12	9	1	10	2	2	1
25	30	1	1	12	12	0	10	3	3	1
36	44	1	6	12	12	1	13	13	8	1
30	34	1	1	16	17	1	11	2	2	1
29	32	1	2	12	17	1	16	3	3	1
48	51	2	1	16	20	1	13	13	12	1
29	29	2	1	16	13	1	9	2	2	-1
56	50	2	7	12	12	1	16	1	1	1
43	40	1	1	12	13	1	14	13	3	-1
45	42	2	2	17	16	1	17	13	13	1
23	26	2	1	14	13	1	9	1	11	1
50	56	1	1	12	17	1	10	9	9	1
37	28	2	1	17	17	1	16	2	3	1
29	28	2	2	13	16	1	7	1	1	1
22	20	2	1	16	14	0	11	11	11	-1
29	31	1	1	12	12	1	15	9	3	1
27	26	1	6	12	14	1	13	3	3	-1
26	28	1	1	16	13	1	11	2	2	1
24	22	2	4	16	16	1	12	5	12	-1
53	50	2	1	16	17	1	13	3	3	1
40	42	1	1	12	13	1	15	3	3	1
25	21	2	1	12	12	1	13	11	2	1
30	32	1	1	16	13	1	13	4	4	1
49	47	1	1	14	13	1	11	4	4	1
22	45	1	1	13	13	0	19	13	13	1
40	34	1	1	12	14	1	14	11	11	1
43	37	1	2	16	20	1	17	13	13	1
33	34	2	1	12	12	0	11	12	1	-1
42	44	1	1	16	12	0	12	3	3	-1
22	22	2	1	13	14	1	6	3	3	-1
48	48	2	1	12	13	1	6	11	13	-1
59	54	1	5	14	13	0	6	12	13	1
40	40	1	1	17	17	1	15	1	2	1
30	35	1	1	13	16	1	10	4	13	1
22	25	1	1	17	16	1	18	2	2	-1
48	37	2	1	20	16	1	11	5	3	-1
43	54	1	6	11	13	1	7	1	1	1
35	28	2	1	16	14	1	14	2	2	1
28	33	2	1	12	12	1	6	13	13	-1
48	55	2	1	12	13	1	10	1	11	1
34	36	2	1	13	12	0	10	13	11	-1
33	31	2	7	14	13	1	10	9	9	1
52	52	1	1	17	17	1	16	2	1	1
19	22	1	1	14	13	1	13	2	13	1
45	41	2	1	20	14	1	14	2	13	-1
46	42	1	1	16	16	0	13	11	1	-1
51	48	2	1	16	13	0	14	3	3	1
33	32	1	1	13	16	1	15	3	13	1
66	67	1	5	10	9	1	13	1	1	1
18	20	1	1	12	9	0	17	13	3	-1
51	44	2	4	12	12	0	10	2	3	1
26	24	2	1	14	13	1	11	2	3	1
42	49	1	1	12	12	1	7	1	1	-1
23	24	2	1	16	16	1	1	3	3	-1
55	50	2	6	12	12	1	15	2	2	1
26	26	2	1	13	12	1	12	13	1	-1
52	49	2	1	12	12	0	19	3	3	1
41	41	2	1	11	12	1	11	13	1	1
35	36	1	1	16	13	1	13	13	2	1
47	45	1	1	16	16	1	10	11	9	1
48	51	2	6	16	10	0	7	11	2	1
39	35	1	1	16	16	1	12	2	2	1
30	31	1	1	13	17	1	16	1	11	1
30	36	1	1	14	16	1	10	1	11	1
47	42	2	1	12	16	1	11	13	11	1
40	41	1	1	14	12	1	16	3	3	1
38	41	2	2	16	12	1	12	13	13	1
36	35	2	1	14	12	1	8	2	1	1
30	31	1	1	13	16	1	16	13	12	1
26	29	2	1	12	12	1	12	13	13	1
29	25	2	1	17	16	0	1	3	2	-1
22	37	2	1	12	12	0	19	3	11	-1
25	25	2	1	17	13	1	13	6	12	1
47	43	1	3	12	12	1	15	3	3	1
28	28	2	7	13	12	1	14	1	1	-1
68	61	2	1	12	14	0	11	13	13	1
23	20	2	1	16	17	1	14	2	2	-1
33	23	2	1	12	12	1	12	13	11	-1
44	44	1	1	12	16	1	15	9	9	1
40	53	2	1	16	14	0	14	3	5	-1
32	26	2	1	13	13	1	12	2	3	1
22	28	1	1	13	12	1	9	9	1	1
34	29	1	1	16	16	1	13	13	13	1
48	46	2	4	16	16	1	9	12	12	1
41	34	1	1	17	20	0	17	3	13	-1
51	41	1	1	13	16	1	18	2	2	1
49	40	2	1	17	16	1	13	2	3	1
26	37	2	1	16	16	0	6	1	1	-1
27	28	1	1	16	14	1	12	3	3	1
46	49	2	1	16	17	1	9	11	11	1
28	37	1	1	20	17	0	18	-1	11	-1
39	32	1	1	17	11	0	12	3	3	1
54	52	2	1	20	16	1	13	11	12	1
44	43	2	1	16	16	1	13	2	2	1
34	35	1	1	16	17	1	12	2	11	1
31	32	2	7	16	20	1	13	11	1	1
43	50	2	6	16	14	0	6	2	13	-1
35	36	2	1	20	20	1	15	13	13	1
47	41	2	7	12	12	1	12	2	2	1
30	28	2	1	13	13	0	12	11	8	-1
59	59	2	5	12	13	1	14	1	1	1
59	51	1	1	13	16	0	19	3	11	1
34	33	2	1	16	16	1	13	3	3	1
19	20	2	1	13	13	1	15	11	2	1
37	44	1	1	20	16	1	17	2	3	-1
48	57	1	5	13	13	1	18	13	13	1
51	56	2	1	13	10	1	11	9	9	1
65	62	2	6	10	7.5	1	11	13	13	1
47	36	2	6	13	12	1	13	3	11	-1
28	26	2	1	16	16	1	19	2	2	1
51	53	2	6	7.5	12	1	8	9	9	1
45	50	2	7	12	12	1	13	1	11	1
59	44	2	4	20	17	1	19	3	8	1
41	45	1	1	12	14	0	10	6	11	1
29	29	2	7	16	17	1	16	4	4	1
36	39	2	6	12	12	1	9	3	3	1
25	22	2	1	14	14	0	12	3	11	-1
26	23	2	1	13	14	1	15	3	11	1
28	27	2	1	16	16	1	16	11	11	1
47	44	2	6	9	12	1	11	13	3	1
20	20	2	4	12	12	0	12	2	3	-1
37	37	1	1	16	17	1	15	13	13	1
35	36	1	1	17	16	1	17	2	2	1
32	28	2	1	14	13	0	12	11	11	1
46	49	1	1	13	12	1	14	11	11	1
22	24	1	1	12	10	0	4	13	12	-1
52	55	1	1	17	17	1	14	4	4	1
52	51	1	1	13	12	0	10	3	2	1
58	63	1	6	12	12	1	6	2	2	1
48	46	2	3	12	12	1	9	11	11	1
29	29	2	2	16	17	0	13	11	13	-1
64	59	1	1	13	14	1	2	1	11	-1
50	56	2	1	14	12	1	12	3	3	1
53	54	1	6	12	12	1	13	3	3	1
52	41	1	1	13	16	0	10	2	3	-1
62	48	1	6	12	13	1	10	3	3	1
42	30	2	1	16	17	1	16	5	5	1
62	52	2	1	13	9	0	9	12	12	1
50	48	2	1	16	16	1	13	13	11	1
59	55	2	5	13	14	1	4	3	11	1
38	43	1	1	12	12	1	1	13	3	1
34	35	1	4	14	16	1	11	1	1	1
28	23	2	4	12	12	0	14	11	2	-1
43	26	2	1	16	16	1	12	1	3	1
46	38	2	1	16	16	1	10	2	12	-1
24	23	1	4	12	12	0	16	13	11	-1
30	32	2	1	12	12	1	16	3	3	1
24	23	1	6	13	10	0	9	3	13	-1
43	37	2	7	5.5	14	1	12	11	11	1
63	42	2	2	16	17	1	14	1	13	-1
29	30	1	1	16	16	1	11	1	1	1
41	43	1	1	20	20	1	19	2	5	1
31	27	2	1	14	13	0	13	13	2	-1
30	26	2	1	16	16	1	15	2	13	-1
47	40	2	1	11	13	0	6	11	11	-1
33	39	1	1	12	16	1	14	2	13	1
64	58	2	7	13	13	1	16	3	3	1
31	32	2	1	17	16	0	11	2	2	1
51	41	2	1	16	17	1	17	13	13	1
25	22	2	1	16	16	1	10	2	2	1
69	72	2	5	12	12	1	10	1	11	1
20	24	1	4	12	13	1	7	12	3	-1
47	58	2	4	12	12	1	15	12	11	1
20	19	2	1	14	12	1	11	3	3	-1
22	23	2	1	13	13	1	12	11	11	-1
31	27	1	1	13	13	0	13	11	11	1
30	29	2	2	14	13	1	12	1	1	1
25	34	1	4	13	12	0	7	13	3	-1
28	26	2	1	13	13	1	12	9	9	1
55	53	1	1	16	16	1	17	2	3	1
43	29	2	1	13	13	1	4	13	4	1
32	43	1	2	13	14	0	15	3	3	-1
35	32	2	7	14	17	1	14	2	2	1
30	33	1	1	17	16	1	17	7	7	1
37	35	2	1	17	17	1	16	3	13	-1
38	28	1	1	14	13	1	11	2	3	-1
30	29	2	2	16	16	1	15	11	11	1
36	43	2	1	14	14	0	11	13	11	-1
53	49	1	1	13	16	0	15	3	1	1
28	22	2	2	13	13	1	13	11	11	1
25	31	1	1	16	16	0	16	13	5	-1
49	57	1	2	13	14	0	12	13	11	-1
71	71	2	5	12	13	1	9	3	3	1
21	21	1	7	13	13	1	19	2	11	1
30	27	2	1	16	16	1	13	1	2	1
30	27	2	1	14	14	1	13	4	4	1
37	33	2	2	16	16	1	14	13	13	1
39	42	1	1	14	13	1	11	1	3	1
45	39	2	1	17	13	1	11	2	2	1
51	58	1	1	17	17	1	19	5	13	1
28	23	2	6	13	12	0	6	13	9	-1
31	30	2	1	12	13	0	10	13	13	-1
20	26	2	4	13	13	1	10	5	13	-1
32	35	1	1	17	17	1	19	3	3	1
59	44	2	1	16	13	1	14	3	1	1
39	36	1	2	16	13	1	13	4	4	1
59	43	2	1	13	16	1	12	3	3	1
21	29	1	1	13	13	0	10	3	3	-1
27	27	2	1	16	12	1	5	1	1	-1
41	50	1	1	16	16	1	17	2	2	1
51	55	1	1	17	12	1	19	2	3	1
30	23	2	7	13	20	1	7	10	10	1
54	52	1	2	20	17	1	16	11	2	1
50	51	2	5	16	13	1	17	11	11	-1
38	35	2	7	17	16	1	14	2	3	1
54	55	1	4	16	13	1	9	3	13	-1
39	38	2	2	16	16	1	16	3	2	1
47	46	1	1	16	17	0	11	11	12	-1
30	25	2	7	14	20	1	16	1	2	1
37	41	1	1	20	16	1	17	2	2	1
54	51	2	1	12	12	1	17	3	11	1
40	40	1	1	16	17	1	16	3	3	1
44	51	1	1	12	13	1	8	9	1	-1
37	27	2	1	17	16	0	6	13	13	1
36	31	2	1	16	12	1	13	13	13	1
32	32	2	7	12	12	1	12	3	3	1
37	50	2	6	13	13	1	8	1	11	1
65	46	2	1	14	14	1	15	5	3	1
19	20	2	1	13	13	0	16	2	2	-1
40	39	2	1	14	16	1	14	9	9	1
23	25	2	1	16	14	0	10	1	1	1
57	68	1	1	16	12	1	15	3	3	1
