w234_combo_breakup	CASEID_NEW	PPGENDER	PPAGE	PPINCIMP	HOW_LONG_AGO_FIRST_ROMANTIC	SAME_SEX_COUPLE	Q23	Q19	PPEDUC	Q18A_1	Q18A_2	PPINCIMP	MET_THROUGH_FRIENDS	MET_THROUGH_FAMILY	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_AS_COWORKERS	Q24_CHURCH	Q24_SCHOOL	Q24_COLLEGE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED
0	1100361	1	36	16	15	0	3	1	9	 	 	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1101471	2	47	15	29	0	3	1	9	 	 	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	1103641	2	64	15	31	0	3	1	8	 	 	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1104541	1	54	13	34	0	1	1	9	 	 	13	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1	1106521	2	52	4	37	0	3	2	9	 	 	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
0	1109341	2	34	11	15	0	3	1	9	 	 	11	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1110421	1	42	16	22	0	2	1	13	 	 	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	1111291	2	29	8	3	0	3	1	10	 	 	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1112651	1	65	8	48	0	1	1	5	 	 	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1113205	2	20	13	3	0	3	2	10	0	0	13	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	1114781	2	78	16	44	0	3	1	3	 	 	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1115241	2	24	11	6	0	3	1	12	 	 	11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	1118711	1	71	7	33	0	1	1	10	 	 	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1119781	2	78	8	45	1	1	1	4	 	 	8	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	1121235	2	23	16	0	0	3	2	11	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1123532	2	53	16	32	0	1	1	9	 	 	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	1124611	2	61	12	42	0	3	1	10	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1127351	1	35	16	14	0	3	1	11	 	 	16	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1130254	2	25	9	8	0	1	2	9	 	 	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1131421	1	42	13	14	0	1	1	13	 	 	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1133286	2	28	10	10	0	3	1	11	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1134571	2	57	15	38	1	3	1	14	0	0	15	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1135451	1	45	8	13	0	2	1	14	 	 	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1136341	1	34	16	6	0	2	1	10	 	 	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1137461	2	46	8	24	0	3	1	6	 	 	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1138226	2	22	13	3	0	3	1	11	 	 	13	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	1140623	2	62	10	3	0	3	2	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1144612	2	61	8	19	0	3	1	14	 	 	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1145473	2	47	5	1	0	3	1	10	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1146742	2	74	7	0	0	1	2	9	0	0	7	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
1	1148571	1	57	14	12	0	1	1	10	 	 	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1149591	2	59	15	44	0	2	1	13	 	 	15	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1152556	2	55	15	28	0	1	1	10	0	0	15	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1153741	2	74	6	55	0	2	1	7	 	 	6	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	1154421	2	42	18	16	0	1	1	9	 	 	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1155496	2	49	17	28	0	1	1	13	0	0	17	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1
0	1157671	2	67	15	42	0	3	1	11	 	 	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1160731	1	73	8	55	0	1	1	7	 	 	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1162493	1	49	12	4	0	3	2	12	0	0	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1163761	1	76	10	59	0	1	1	10	 	 	10	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
0	1166341	1	34	16	13	0	1	1	13	 	 	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1170601	2	60	8	13	0	3	1	11	 	 	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
0	1171561	1	56	12	20	0	2	2	7	 	 	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1173661	1	66	8	10	0	2	1	10	 	 	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	1177285	2	28	5	0	0	2	2	12	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1179591	2	59	13	44	0	3	1	9	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1180271	2	27	19	11	0	1	1	10	 	 	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
0	1181656	2	65	7	13	0	3	1	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1183831	2	83	12	65	0	2	1	6	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1184501	1	50	16	32	0	3	1	12	 	 	16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1185644	1	64	6	22	0	3	2	9	 	 	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1187235	2	23	14	2	0	2	1	12	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1188821	1	82	5	61	0	1	1	8	 	 	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1189486	1	48	14	20	1	3	1	12	0	0	14	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0	1198411	1	41	13	22	0	3	1	10	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1200626	1	62	16	14	1	2	1	13	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1202681	1	68	5	50	0	2	1	10	 	 	5	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1
0	1203431	2	43	19	20	0	3	1	12	 	 	19	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1
0	1204395	1	39	11	2	1	3	1	14	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	1206512	1	51	10	27	0	3	2	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1208205	1	20	9	2	0	3	2	9	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1209621	1	62	10	28	0	1	1	10	 	 	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1210536	2	53	17	4	1	3	1	13	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1213771	1	77	10	50	0	1	1	10	 	 	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1214546	1	54	2	3	0	1	1	11	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1216365	1	36	8	12	0	1	1	9	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1217341	1	34	7	10	0	1	1	10	 	 	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1219921	1	92	8	70	0	1	1	9	 	 	8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1220631	2	63	12	29	0	3	1	12	 	 	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1222671	1	67	13	49	0	1	1	13	 	 	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1223621	1	62	9	31	0	1	1	9	 	 	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1225585	1	58	16	0	1	2	2	12	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1226651	2	65	17	43	0	3	1	13	 	 	17	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1	1228415	1	41	13	0	1	1	2	13	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1232501	1	50	14	29	0	3	1	9	 	 	14	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1233501	1	50	14	34	0	1	1	9	 	 	14	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1234331	2	33	13	15	0	2	1	9	 	 	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1235316	1	31	6	12	1	1	1	5	0	0	6	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0
0	1240456	1	45	11	10	1	1	1	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1241521	2	52	14	29	0	3	1	12	 	 	14	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
0	1243681	2	68	11	50	0	2	1	9	 	 	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1249671	1	67	11	47	0	1	1	7	 	 	11	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1250456	1	45	16	3	1	1	1	14	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1252476	1	47	14	6	1	2	1	13	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1253471	1	47	17	5	0	1	1	9	 	 	17	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1255801	1	80	7	60	0	1	1	4	 	 	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1257371	1	37	14	16	0	1	1	13	 	 	14	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0	1258751	1	75	8	54	0	1	1	9	 	 	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1260536	2	53	16	14	1	1	1	12	0	0	16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1261401	1	40	12	15	0	1	1	9	 	 	12	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0	1262421	2	42	13	8	0	3	1	9	 	 	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1263261	2	26	7	2	0	2	1	12	 	 	7	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1266516	2	51	12	17	1	1	1	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1267401	1	40	13	22	0	1	1	10	 	 	13	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1269411	2	41	16	10	0	3	1	13	 	 	16	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1270636	2	63	19	36	1	3	1	14	1	0	19	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1271456	1	45	16	15	1	2	1	12	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1273236	2	23	7	3	0	3	1	11	0	0	7	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1
0	1274576	1	57	16	17	1	1	1	13	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1275585	2	58	7	0	0	3	2	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1278541	1	54	17	28	0	3	1	13	 	 	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1279296	1	29	9	3	0	1	1	12	0	0	9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1280305	1	30	11	3	0	1	2	13	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	1281395	2	39	15	6	1	3	2	13	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1283621	1	62	6	37	0	1	1	9	 	 	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1284701	2	70	8	53	0	3	1	9	 	 	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	1285703	1	70	13	37	1	3	2	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1286415	2	41	19	2	1	3	1	12	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1289291	2	29	9	15	0	3	1	10	 	 	9	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1290401	1	40	16	7	0	1	1	12	 	 	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1294631	1	63	11	42	0	1	1	9	 	 	11	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1297901	1	90	10	70	0	1	1	7	 	 	10	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	1298581	1	58	11	16	0	2	1	5	 	 	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1299356	2	35	9	8	0	3	1	9	 	 	9	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1301626	1	62	17	37	1	2	1	14	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1302415	1	41	12	2	1	3	2	12	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1303571	2	57	14	29	0	1	1	13	 	 	14	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1305741	1	74	8	57	0	1	1	4	 	 	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1306381	1	38	13	7	0	1	1	12	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1310523	2	52	12	1	1	2	2	12	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1312301	1	30	14	10	0	1	1	4	 	 	14	 	 	 	 	 	 	 	0	0	1	0	0	0	0	0	0	0
0	1313431	1	43	13	21	0	1	1	9	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1315536	1	53	12	1	1	3	1	11	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1316391	1	39	10	17	0	3	1	13	 	 	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0	1320215	2	21	17	5	0	1	2	10	0	0	17	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	1323596	1	59	15	13	0	3	1	14	 	 	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1326451	1	45	13	19	0	1	1	8	 	 	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1327693	1	69	11	15	1	1	1	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1328713	2	71	19	39	0	1	1	7	 	 	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1329235	2	23	14	2	0	1	1	12	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1330251	2	25	11	4	0	1	1	12	 	 	11	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0
0	1332405	1	40	9	1	0	2	1	9	0	0	9	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1333711	1	71	6	53	0	-1	1	7	 	 	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1334261	1	26	14	7	0	1	1	13	 	 	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1
0	1335363	1	36	11	1	0	1	2	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1340556	1	55	11	29	1	3	1	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1341511	1	51	13	32	0	1	1	12	 	 	13	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1345356	2	35	8	3	0	3	1	9	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1348345	2	34	5	0	0	3	2	13	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1349311	1	31	19	6	0	3	1	12	 	 	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1352771	1	77	16	54	0	1	1	12	 	 	16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1354291	2	29	12	10	0	1	1	13	 	 	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1356751	1	75	11	58	0	1	1	10	 	 	11	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1358455	2	45	11	2	0	1	1	12	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1361771	2	77	12	52	0	2	1	12	 	 	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1363253	1	25	14	6	0	3	1	10	0	0	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1364533	2	53	11	3	0	3	2	9	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1366341	1	34	13	13	0	1	1	10	 	 	13	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1368545	2	54	3	0	1	3	2	10	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1369721	1	72	15	17	0	1	1	14	 	 	15	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1370453	2	45	6	11	0	3	2	9	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1371681	2	68	9	52	0	3	1	9	 	 	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1372391	1	39	12	18	0	1	1	12	 	 	12	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	1373663	1	66	2	2	0	1	2	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1374731	1	73	10	51	0	1	1	4	 	 	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1375681	1	68	8	36	0	3	1	4	 	 	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1376386	1	38	16	4	1	1	1	9	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1377811	1	81	10	61	0	1	1	9	 	 	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1379291	1	29	13	8	0	3	1	12	 	 	13	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1380606	2	60	16	24	1	1	1	10	1	0	16	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1381205	2	20	12	1	0	3	2	10	0	0	12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1382546	2	54	10	9	0	1	1	9	 	 	10	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1383671	1	67	6	46	0	1	1	10	 	 	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1384431	1	43	15	13	0	2	1	9	 	 	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1386291	2	29	11	9	0	3	1	13	 	 	11	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1387255	1	25	16	1	0	1	2	12	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1392612	2	61	9	8	1	2	2	12	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1	1393286	1	28	10	15	0	3	1	9	 	 	10	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1394385	1	38	13	6	0	1	2	12	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	1396626	1	62	11	7	0	1	1	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1398431	1	43	11	15	0	1	1	9	 	 	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1402461	1	46	15	25	0	1	1	10	 	 	15	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1403571	1	57	19	37	0	1	1	10	 	 	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1405701	1	70	8	31	0	3	1	11	 	 	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1408531	2	53	16	40	0	2	1	13	 	 	16	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1409551	1	55	15	35	0	1	1	10	 	 	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	1410441	2	44	8	23	0	2	2	10	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1411661	1	66	12	41	0	1	1	10	 	 	12	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	1412495	1	49	3	10	0	1	2	10	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1413821	1	82	6	4	0	1	1	10	 	 	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1416791	1	79	8	58	0	2	1	9	 	 	8	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	1418265	2	26	17	3	0	2	2	12	0	0	17	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1421401	1	40	13	18	0	1	1	9	 	 	13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1422621	1	62	12	40	0	1	1	11	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1425271	2	27	12	9	0	3	1	13	 	 	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1426355	1	35	13	3	0	1	1	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1427636	2	63	15	23	1	3	1	11	1	0	15	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	1428631	2	63	7	39	0	3	1	13	 	 	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1430681	2	68	10	14	0	3	1	8	 	 	10	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1433533	1	53	10	38	0	1	2	8	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1434421	1	42	9	14	0	3	1	11	 	 	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1435285	2	28	13	0	0	3	2	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1437591	2	59	6	39	0	3	1	11	 	 	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1438781	1	78	13	54	0	2	1	9	 	 	13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1439225	2	22	13	2	0	3	2	11	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	1440573	1	57	10	1	0	2	2	10	0	0	10	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1445491	2	49	14	14	0	1	1	13	 	 	14	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1446561	2	56	12	29	0	3	1	12	 	 	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1449706	2	70	11	17	1	3	1	10	1	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1451501	2	50	16	31	0	3	1	14	 	 	16	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1454411	1	41	11	17	0	3	1	9	 	 	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1456556	1	55	11	13	1	2	1	12	0	1	11	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1458801	2	80	7	62	0	3	1	9	 	 	7	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1459321	1	32	11	8	0	3	1	10	 	 	11	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0
0	1461341	1	34	13	12	0	1	1	14	 	 	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1	1463856	1	85	14	0	0	2	2	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1464431	1	43	16	15	0	1	1	12	 	 	16	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0	1465371	1	37	13	17	0	1	1	12	 	 	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1466245	2	24	16	8	0	3	1	12	 	 	16	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1467541	2	54	8	21	0	-1	1	5	 	 	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1468606	2	60	12	36	0	3	1	11	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1469225	2	22	12	0	0	1	2	10	0	0	12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	1472491	1	49	14	27	0	1	1	10	 	 	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1473421	1	42	13	15	0	1	1	9	 	 	13	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
0	1474566	1	56	17	26	1	1	1	14	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1475711	2	71	11	48	0	3	1	7	 	 	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	1476271	2	27	12	9	0	3	1	10	 	 	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
0	1477205	2	20	16	2	0	1	2	10	0	0	16	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0	1478566	1	56	14	37	1	2	1	10	0	0	14	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1	1479275	1	27	11	0	0	1	2	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
